address,area,available_from_date,balcony,cellar,elevator,energy_building_year,energy_consumption,energy_efficiency_class,floor_level,freetext_area_description,freetext_ausstattung,freetext_other,freetext_property_description,garden,geo_latitude,geo_longitude,handicap_accessible,heating,heizungskosten,image,kaltmiete,kaution,kitchen_availability,nebenkosten,num_rooms,offer_id,pets_allowed,postcode,preis_qm_kalt,title,url,warmmiete
"Ottomar Geschke Strasse 20 12555 Köpenick, Berlin",65,sofort,y,1,1,2020,54.8,NO_INFORMATION,0,,,Individuelle Beratungstermine können flexibel über die Rufnummer 030/ 715 32 619,"Die Wohnung mit einen Balkon 10 m² und ca. 50 m² Privatgarten am Wasser, bietet Familien das perfekte Zuhause. Einzigartige Architektur mit bodentiefen Fenstern und großzügigen Raumkonzepten sorgen für höchste Wohn- und Lebensqualität.",1,52.44992620093011,13.567357729650318,y,central_heating,,,967.5,,1,225.75,3,118145993,,12555,,Wohnung mit Balkon und Garten am Wasser,https://api.mobile.immobilienscout24.de/expose/118145993?searchId=&nextgen=false,1272.5
"Chausseestraße 59a 10115 Mitte, Berlin",12,01.08.2020,n,0,0,,,,5,,,,"Hello, we are homefully and this is our flat Brigitte.

The district „Mitte“ in Berlin is probably the most interesting place in whole Europe when it comes to recent history. If you are interested in shopping, you will find the most trendy and coolest brands and shops around here. Most of Berlin’s fast growing start-up scene is located here, as well.
You can choose between either renting the whole apartment or just one of the rooms.

Becoming a tenant of homefully comes with many perks, great and small. They begin with a private, furnished bedroom in a centrally located apartment for an all-inclusive rate.
Queen size bed, wardrobe, desk and chair, personal smart TV, all in your room. You get weekly flat cleanings, washer-dryer in the apartment (iron and ironing board too), plus utilities like media, electricity, heating and WIFI. Sounds like everything? It’s not: We also provide all the little household essentials, like tableware and kitchen equipment from bottle opener to the espresso spoon. Mostly we provide a common lounge area or dining zone where you can hang out with your friends and flat-mates. 
Just bring your suitcase and you’re set.
Your flat has many special features! best location in Berlin Mitte | bars, restaurants and shops around the corner | first occupation after refurbishment | new high-quality kitchen

Our prices are all-inclusive. No additional fees, no bad surprises. Here’s what’s in it for you: use of the furnishings and apartment at a high quality standard, weekly cleaning, all bills covered (even GEZ), the responsiveness of our Community Service Team, and finally, our Technical Service Team for those times when experts are needed.

Applying is easy, and it’s online. Check our homepage, fill out our contact form with details like your destination city, phone number and preferred moving day. We will contact you quickly to get to know each other and see how we can best fit you in.

Melde dich auch gerne auf Deutsch bei uns.

www.homeful.ly
hello@homefully.de",0,52.53697971261562,13.375857954080628,n,central_heating,,,780,EUR 1660.00,1,50,1,117813670,,10115,,Living in Berlin's most trendy and charming quarter,https://api.mobile.immobilienscout24.de/expose/117813670?searchId=&nextgen=false,830
"Wittelsbacherstr. 31 10707 Wilmersdorf, Berlin",62.28,ab sofort,y,1,1,2000,94.1,C,5,"Die Wohnung befindet sich in der Wittelsbacherstraße am Preußenpark nähe Fehrbelliner Platz und Olivaer Platz. Dieser Standort besticht durch die zentrale Lage in Berlin Wilmersdorf und durch die sehr gute Anbindung an das öffentliche Verkehrsnetz. 

Viele Restaurants, Cafes und Geschäfte des täglichen Bedarfs befinden sich in unmittelbarer Nähe.

///////////////////////////////////////////////////////////

The apartment is located on Wittelsbacherstraße next to Preußenpark in near Fehrbelliner Platz and Olivaer Platz. This central location in Berlin Wilmersdorf has a very good connection to the public transportion.

Many restaurants, cafes and shops for daily needs are nearby.",,"Gerne vereinbaren wir mit Ihnen einen Besichtigungstermin. Senden Sie uns hierzu bitte eine E-Mail. 

! Weitere interessante Angebote finden Sie direkt auf unserer Internetseite unter www.milia-berlin.de ! 

Ihre Milia Immobilien

///////////////////////////////////////////////////////////

We are happy to arrange a visit with you. Please send us an e-mail.

Further interesting offers can be found directly on our website at www.milia-berlin.de!","Das helle 2 Zimmer Apartment mit Balkon befindet sich im 5. Obergeschoss eines Neubaus aus dem Jahr 2000. Das Gebäudekomplex befindet sich auf einem begrünten Gelände mit mehreren Teichen und verschiedenen Bäumen und Pflanzen. Der Eingangsbereich im Ergeschoss ist mit zahlreichen Pflanzen begrünt.

Das Wohnhaus ist ein Bauwerk des Architekten Prof. Hinrich Baller. Geschwungene Balkone, filigrane Geländer, gewölbte Dächer, Wendeltreppen und verblüffende, offene Grundrisse sind nur einige Merkmale der außergewöhnlichen Kreativität dieses Architekten.

Das Projekt ""Wohnen am PREUSSENPARK"" weist viele dieser Elemente auf.  Im Fokus steht die Verbindung von Außen- und Innenraum. „Intime Gärten und Terrassenräume in einer dichten, großstädtischen Gebäudestruktur für ein Wohnen, das ökologischen Umgang mit der Natur und Zurückhaltung im Verbrauch der Ressourcen stehen in dem Mittelpunkt einer jeden Wohnung“, so beschreibt der Architekt  dieses Wohnobjekt.  

Die Wohnung ist frisch renoviert worden und mit komplett neuen Möbeln ausgestattet. Das lichtdurchflutete Wohnzimmer ist mit dem Küchenbereich verbunden. Der geräumige Balkon bietet einen schönen Blick.

Die Küche ist mit einer Einbauküche mit Kühlschrank, Spülmaschine, Backofen/Herd, Kaffeemaschine, Mikrowelle, Toaster, Wasserkocher, Teller/Besteck/Gläser/Töpfe etc. voll ausgestattet!!!

Das Wannenbad mit Waschmaschine und separatem WC ist modern gehalten.

Die Wohnung ist bezugsfrei ab sofort und wird möbliert vermietet.

Internet/Wifi ist in der Miete enthalten.

Mindestmietdauer: 3 Monate

Die hier angegebene Nettokaltmiete i.H.v. 1.148,61 € berechnet sich wie folgt:

Wohnung: 568,61 €
Keller: 100 € (im gesonderten Mietvertrag)
Möbel: 480 € (werden von einem Möbelverleihunternehmen vermietet)

Gerne können Sie das Apartment per angefügtes Video im Expose virtuell besichtigen!

Aufgrund der derzeitigen Situation bieten wir gerne Einzelbesichtigungen vor Ort an!

///////////////////////////////////////////////////////////

The quiet 2 room apartment with balcony is located on the 5th floor of a modern building that was build in 2000. The building complex is located on a green area with parts of ponds and various trees and plants. The entrance area on the ground floor is planted with numerous plants.

This building was designed by the architect Prof. Hinrich Baller. Curved balconies, filigree railings, vaulted roofs, spiral staircases and stunning open floor plans are just a few of the features of this architect's extraordinary creativity.

The project ""Living at the PREUSSENPARK"" shows many of these elements. The focus is on the connection between outside and inside. ""Intimate gardens and terrace rooms in a dense, metropolitan building structure for living, the ecological use of nature and restraint in the consumption of resources are the focus of every apartment,"" this is how the architect describes this residential property.

The apartment has been renovated and equipped with completely new furniture. The light-flooded living room is connected to the kitchen area. The huge balcony offers a nice view.

The kitchen is also fully equipped with a fitted kitchen with fridge, dishwasher, oven / stove, washing mashine, coffee mashine, microwave, toaster, kettle, plates / cutlery / glasses / pots, etc. !!!

The well kept bathroom with washing machine has a separate restroom.

The apartment is available from now on and will be  rented furnished.

Electricity, internet and TV cable are included in the rent.

Min. time of lease are 3 month.

You are welcome to take a virtual tour of the apartment by the attached video!

Because of the current situation we offer individual viewings!",0,52.49374636183841,13.314076321060861,n,central_heating,84,,1148.61,3 Nettokaltmieten,1,114,2,116848633,,10707,,Modernes 2 Zimmer Apartment am Preußenpark - Komplett möbliert und ausgestattet -Video Rundgang,https://api.mobile.immobilienscout24.de/expose/116848633?searchId=&nextgen=false,1346.61
"Metzer Straße 1 13595 Spandau, Berlin",116.3,01.07.2020,y,0,0,1905,138.5,E,3,"- Bus: 250m
- S-Bahn: 800m
- U-Bahn: 800m",,"Befristung auf 3 Jahre ab Mietbeginn.

In dem Mietvertrag wird eine Nettokaltmiete in Höhe von 951.18 Euro vereinbart. 
Es wird ausdrücklich darauf hingewiesen, dass vor dem Hintergrund des Berliner Mietendeckels während des Geltungszeitraums des MietenWoG Bln lediglich eine Nettokaltmiete in Höhe von 751.31 Euro  gefordert und entgegengenommen wird.
    
Die im Mietvertrag vereinbarte Nettokaltmiete in Höhe von 951.18 Euro wäre dann vollständig zu zahlen, wenn sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, erweisen sollte, dass MietenWoG Bln endet, außer Vollzug gesetzt wird oder in sonstiger Weise außer Kraft tritt. 
    
Bei einer Verfassungswidrigkeit oder sonstigen Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, würde der Vermieter die Differenz zwischen der im Mietvertrag vereinbarten Miete und der nach dem MietenWoG Bln zulässigen Miete seit dem Beginn der Pflicht zur Zahlung der Miete nachfordern.",,0,52.52525826552626,13.196419075132196,n,self_contained_central_heating,,,951.18,2853.54,0,176.82,4,118183543,,13595,,"Nachmieter für Altbauwohnung mit Balkon gesucht, befristeter Mietvertrag",https://api.mobile.immobilienscout24.de/expose/118183543?searchId=&nextgen=false,1128
"The full address is available from the agent. 12459 Oberschöneweide (Köpenick), Berlin",32.4,sofort,n,0,0,1905,193,F,0,,,"Hinweis zum Mietendeckel:

In dem Mietvertrag wird eine Nettokaltmiete in Höhe von 499,93 Euro vereinbart. 

Es wird ausdrücklich darauf hingewiesen, dass vor dem Hintergrund des Berliner Mietendeckels während des Geltungszeitraums des MietenWoG Bln lediglich eine Nettokaltmiete in Höhe von 232,31 Euro gefordert und entgegengenommen wird.
    
Die im Mietvertrag vereinbarte Nettokaltmiete in Höhe von 499,93 Euro wäre dann vollständig zu zahlen, wenn sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, erweisen sollte, dass MietenWoG Bln endet, außer Vollzug gesetzt wird oder in sonstiger Weise außer Kraft tritt. 

Bei einer Verfassungswidrigkeit oder sonstigen Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, würde der Vermieter die Differenz zwischen der im Mietvertrag vereinbarten Miete und der nach dem MietenWoG Bln zulässigen Miete seit dem Beginn der Pflicht zur Zahlung der Miete nachfordern.

---

Sie möchten die Wohnung besichtigen?  

Bitte kontaktieren Sie uns dann über das Kontaktformular.

Wie bewirbt man sich auf die Wohnung? 
Zur Anmietung werden folgende Unterlagen benötigt:  
1. Mieterselbstauskunft.
2. Pass- oder Ausweiskopie (Originale müssen beim Mietvertrag vorliegen). 
3. Angestellt? Gehaltsnachweise oder Arbeitsvertrag. 
    Selbständig? Steuerberaterschreiben zum Jahresdurchschnittseinkommen. 
    Student? Studienbescheinigung.
4. Schufa (nicht älter als drei Monate). 
5. Hauptmieter? Mietschuldenfreiheitsbescheinigung vom Vermieter. 
    Untermieter? Mietschuldenfreiheitsbescheinigung vom Hauptmieter. 
    Elternhaus? Elternschreiben inkl. Ausweiskopie eines Elternteils. 
    Eigentümer? Eigentumsnachweis nach Wahl (z. B. Grundsteuerbescheid). 
 
6. Ist eine Bürgschaft vorhanden? 
    Bürgen bewerben sich als Hauptmieter mit den o. g. fünf Dokumenten. 
 
Kontaktieren Sie uns - Wir freuen uns auf Sie! 
 
Ihr Herr Erbug, MBA
4 RENT & SALE – Real Estate e.K.","Suchen Sie eine 1-Zimmerwohnung in Oberschöneweide (Köpenick)? 
 
Willkommen in Ihrer Traumwohnung! 

Die Wohnung befindet sich im Erdgeschoss im Remise eines Mehrfamilienhauses und verfügt über ein Zimmer, ein Duschbad mit Fenster und eine Küche mit Einbauküche.

Es wird ein unbefristeter Mietvertrag mit einer Mindestmietlaufzeit von 15 Monaten angeboten (inkl. dreimonatiger Kündigungsfrist).  
 
Die Staffelmiete beträgt 2,5 % jährlich, bezieht sich auf die Nettokaltmiete und ist auf 10 Jahre begrenzt.",0,,,n,central_heating,43.74,,499.93,3 Nettokaltmieten,1,46.98,1,118467916,,12459,,*NEU* 1-Zimmerwohnung mit Einbauküche in Oberschöneweide (Köpenick),https://api.mobile.immobilienscout24.de/expose/118467916?searchId=&nextgen=false,590.65
"Akazienallee 39 14050 Charlottenburg, Berlin",171,01.08.2020,y,1,1,,,,,"Die Akazienallee liegt im nördlichen Bereich Westends, einer noblen Villengegend, geprägt von repräsentativen Altbauvillen sowie architektonisch gut integrierten Neubauten. Westend verfügt über eine sehr gute Infrastruktur und bietet neben Geschäften, Restaurants & Cafés, großzügige Grünanlagen und Alleen. Der Grunewald, das Olympiagelände und der Kurfürstendamm sind von hier aus nicht weit.

In wenigen Minuten erreichen Sie die Stadtautobahn A100. Der S-Bahnhof Westend ist ebenfalls gut erreichbar.",,,"Diese außergewöhnliche Design-Loftwohnung mit 360-Grad-Panoramablick und moderner klarer Luxus Ausstattung liegt in einem historischen Wasserturm (Baujahr 1910) im Westend, Berlin-Charlottenburg.
Ein besonderes Highlight dieses Lofts ist der lichtdurchflutete Open-Space Küchen- und Wohnbereich mit bodentiefen Aluminiumfenstern, jeweils mit vorgelagertem französischen Balkon und Naturholzbelägen. 
Alle Fenster sind mit elektrischen Sonnenschutzmarkisen ausgestattet; in den Schlafräumen als Verdunkelungsmarkisen. 
Die Wohn-Küche mit kubischer Kochinsel ist mit einer Apfelkernholzarbeitsplatte mit anschließendem Esstischbereich ausgestattet. Außerdem wird sie durch eine großzügige, sich in die Architektur des Raumes einfügende, Storagefront ergänzt. Die Ausstattung mit Siemens und Liebherr Geräten ist sehr hochwertig (Dampfgarer, Backofen, Mirkrowelle, Induktionskochfeld, eigebauter Wein-Kühlschrank, Einbaukühlgefrierkombination & ein voll integrierter Geschirrspüler). Die leistungsstarke und leise Abzughaube mit Außenluftanschluß ist in der abgehängten Decke integriert und wird per Funkfernbedienung gesteuert.
Der Grundriss bietet zwei Schlafzimmer, jeweils mit großzügigen Ensuite-Badezimmern. Das am Master Bedroom angrenzende Badezimmer besitzt neben der mit Naturschiefer belegten ebenerdigen Dusche eine freistehende Design-Badewanne mit ebenfalls freistehender Badewannenarmatur. Beide Bäder sind mit Naturstein und hochwertigen Armaturen und abgehängten Decken mit Downlights ausgestattet. 
Ein weiteres Highlight ist die, im ehemaligen runden Spindeltreppenturm eingebaute, Klaffs-Designrundsauna mit einem kleinen Aussichtsfenster aus dem Turm. Das Gästebad in gleicher Ausstattung, wie die Masterbadbereiche, mit Dusche und Ganzglasduschabtrennung.

Hervorzuheben ist noch der schöne ruhige Süd-West-Loggiabalkon mit traumhaftem Blick über den Teufelsberg.",0,52.51969708587565,13.267774857617917,y,central_heating,,,2341,,1,400,3,118515412,,14050,,Außergewöhnliches Loft im Wasserturm Westend**360 Grad Fernblick**Design Ausstattung**Sauna**,https://api.mobile.immobilienscout24.de/expose/118515412?searchId=&nextgen=false,
"Luise-Zietz-Str. 111 12681 Marzahn, Berlin",82,,y,0,0,1977,73.2,,3,"nweit der Märkischen Allee, quasi direkt vor der Haustür, befindet sich der Supermarkt ""Rewe"", in welchem Sie bequem Dinge des alltäglichen Bedarfs besorgen können.

Auf der Märkischen Allee selbst finden Sie diverse weitere Einrichtungen wie Media Markt, Möbel Höffner, Hornbach oder die Norma Filiale - allesamt ebenfalls fußläufig erreichbar. 

Der nahegelegene S-Bahnhof ""Springpfuhl"" sorgt dafür, dass  Sie bequem andere Teile Berlins erreichen können. Hier halten die S-Bahn-Linien ""S7 und S25"", die Tram ""18"" und ""M8"", sowie die Buslinie ""194"".

Der nahegelegene Heinz-Graffunder-Park, sowie der Springpfuhlpark laden zu einem gemütlichen Spaziergang im Grünen ein und runden das Angebot ab.
Sonstiges",,"Zur Vereinbarung eines Besichtigungstermins lassen Sie uns bitte eine Anfrage über das Kontaktformular zukommen. Wir werden uns schnellstmöglich mit Ihnen in Verbindung setzen.

Folgende Unterlagen sind bei Mietvertragsabschluss vorzulegen:

- Einkommensnachweise der letzten 3 Monate
- Personalausweis, alternativ Reisepass mit Meldebescheinigung

Es wird ausdrücklich darauf hingewiesen, dass die vorstehend angegebene Miete diejenige Miete ist, welche im Mietvertrag vereinbart werden wird. Vor dem Hintergrund des Berliner Mietendeckels (MietenWoG Bln) wird als Zahlbetrag bis auf Weiteres nur eine Nettokaltmiete von 430,10 € gefordert werden. Dabei wird sich der Vermieter im Mietvertrag die Nachforderung von Differenzen und zukünftig vollständige Zahlung insbesondere für den Fall vorbehalten, dass sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG Bln (ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile) erweisen sollte, das MietenWoG Bln endet oder in sonstiger Weise außer Kraft tritt.","Bei unserem Angebot handelt es sich um eine 3- Zimmerwohnung, welche sich im 3. Obergeschoss der Luise-Zietz-Str. 111 in 12683 Berlin - Marzahn befindet.",0,52.52331740235488,13.547417266268562,n,,60,,474.31,3 Nettokaltmieten,0,140,3,118535176,,12681,,Geräumige 3-Zimmer Wohnung nahe der Märkischen Allee!,https://api.mobile.immobilienscout24.de/expose/118535176?searchId=&nextgen=false,674.31
"Mahlsdorfer Str. 110 12555 Köpenick, Berlin",100,19.05.2020,y,0,0,1930,242,,2,"Die Wohnanlage befindet sich in ruhiger grüner Citylage. In unmittelbarer Nähe befinden sich optimale Einkaufsmöglichkeiten. 
Die Anbindung des Objektes an die öffentlichen Verkehrsmittel ist ausgezeichnet. Der S-Bahnhof Köpenick ist nur 2 Gehminuten entfernt und bietet einen schnellen Anschluss an die Berliner Innenstadt. Verschiedene Straßenbahn- und Buslinien sind in unmittelbarer Nähe zu erreichen. Die in der Nähe gelegene Freizeit - und Erholungsstätte Wuhlheide bietet mit Badesee, Schwimmhalle, weitläufigen Wanderwegen ein vielfältiges Angebot der aktiven Freizeitgestaltung.",,"Zur Vereinbarung eines Besichtigungstermins lassen Sie uns bitte eine Anfrage über das Kontaktformular zukommen. Wir werden uns schnellstmöglich mit Ihnen in Verbindung setzen.

Folgende Unterlagen sind bei Mietvertragsabschluss vorzulegen:

- Einkommensnachweise der letzten 3 Monate
- Personalausweis, alternativ Reisepass mit Meldebescheinigung

Es wird ausdrücklich darauf hingewiesen, dass die vorstehend angegebene Miete diejenige Miete ist, welche im Mietvertrag vereinbart werden wird. Vor dem Hintergrund des Berliner Mietendeckels (MietenWoG Bln) wird als Zahlbetrag bis auf Weiteres nur eine Nettokaltmiete von 424,08 € gefordert werden. Dabei wird sich der Vermieter im Mietvertrag die Nachforderung von Differenzen und zukünftig vollständige Zahlung insbesondere für den Fall vorbehalten, dass sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG Bln (ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile) erweisen sollte, das MietenWoG Bln endet oder in sonstiger Weise außer Kraft tritt.","Der um 1930 fertig gestellte Altbau ist ein Mehrfamilienhaus in Blockbebauung. Die Wohnanlage umfasst die Alte Kaulsdorfer Str., Am Bahndamm und die Mahlsdorfer Str. unweit des Einkaufcenter ""Forum Köpenick"".",0,52.459494273434665,13.57855680268925,n,,,,660.9,3 Nettokaltmieten,0,200,3,118535169,,12555,,Schöne 3-Zimmer Wohnung unweit S-Bahnhof und Forum Köpenick!,https://api.mobile.immobilienscout24.de/expose/118535169?searchId=&nextgen=false,860.9
"Mahlsdorfer Straße 110 12555 Köpenick, Berlin",101,sofort,y,0,0,1930,242,,1,"Die Wohnanlage befindet sich in ruhiger grüner Citylage. In unmittelbarer Nähe befinden sich optimale Einkaufsmöglichkeiten. 
Die Anbindung des Objektes an die öffentlichen Verkehrsmittel ist ausgezeichnet. Der S-Bahnhof Köpenick ist nur 2 Gehminuten entfernt und bietet einen schnellen Anschluss an die Berliner Innenstadt. Verschiedene Straßenbahn- und Buslinien sind in unmittelbarer Nähe zu erreichen. Die in der Nähe gelegene Freizeit - und Erholungsstätte Wuhlheide bietet mit Badesee, Schwimmhalle, weitläufigen Wanderwegen ein vielfältiges Angebot der aktiven Freizeitgestaltung.",,"Zur Vereinbarung eines Besichtigungstermins lassen Sie uns bitte eine Anfrage über das Kontaktformular zukommen. Wir werden uns schnellstmöglich mit Ihnen in Verbindung setzen.

Folgende Unterlagen sind bei Mietvertragsabschluss vorzulegen:

- Einkommensnachweise der letzten 3 Monate
- Personalausweis, alternativ Reisepass mit Meldebescheinigung

Es wird ausdrücklich darauf hingewiesen, dass die vorstehend angegebene Miete diejenige Miete ist, welche im Mietvertrag vereinbart werden wird. Vor dem Hintergrund des Berliner Mietendeckels (MietenWoG Bln) wird als Zahlbetrag bis auf Weiteres nur eine Nettokaltmiete von 631,89 € gefordert werden. Dabei wird sich der Vermieter im Mietvertrag die Nachforderung von Differenzen und zukünftig vollständige Zahlung insbesondere für den Fall vorbehalten, dass sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG Bln (ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile) erweisen sollte, das MietenWoG Bln endet oder in sonstiger Weise außer Kraft tritt.","Der um 1930 fertig gestellte Altbau ist ein Mehrfamilienhaus in Blockbebauung. Die Wohnanlage umfasst die Alte Kaulsdorfer Str., Am Bahndamm und die Mahlsdorfer Str. unweit des Einkaufcenter ""Forum Köpenick"".",0,52.459494273434665,13.57855680268925,n,,,,666.26,3 Nettokaltmieten,1,210,2,118535174,,12555,,Schöne 2-Zimmer Wohnung unweit S-Bahnhof und Forum Köpenick!,https://api.mobile.immobilienscout24.de/expose/118535174?searchId=&nextgen=false,876.26
"Stellingdamm 2 12555 Köpenick, Berlin",62,15.05.2020,n,0,0,1900,,,2,"Der Stellingdamm mitten in Treptow-Köpenick stellt eine belebte Gegend der Hauptstadt dar und befindet sich unweit des Bellevueparks. Zudem zählt das Gebiet, aufgrund seiner facettenreichen Freizeitmöglichkeiten, zu einem attraktiven Wohnziel für Jung und Alt. Das Leben dort hat etliche Restaurants und Cafés zu bieten, die alle fußläufig zu erreichen sind. 

In unmittelbarer Nähe befindet sich des Weiteren das Forum Köpenick. Die Anbindung der öffentlichen Verkehrsmittel ist durch die regelmäßig fahrende S-Bahn (S-Bhf Köpenick) welche ca. 2 Minuten fußläufig zu erreichen sind, sichergestellt. Zudem ergänzen ständig fahrende Busse den Bahnverkehr.",,"Für die gesamte Dauer der Rechtsverbindlichkeit des Gesetzes zur Neuregelung gesetzlicher Vorschriften zur Mietenbegrenzung im Land Berlin (Mieten WoG Bln) sowie dessen Mietobergrenzen - bekannt als ""Mietendeckel"" – wird der Vermieter nur eine monatliche Nettokaltmiete (zzgl. der Vorauszahlungen für Betriebskosten sowie Heiz- und Warmwasserkosten) fordern und/oder entgegennehmen, die der Mietobergrenze der gesetzlichen Vorschriften zur Mietenbegrenzung im Land Berlin (Mieten WoG Bln) entspricht. Für diese Wohnung beträgt die vorerst zu zahlende Miete lt. Mietobergrenze 461,90 EUR
Die sich aus dem Mieten WoG Bln ergebenden Auskunftspflichten werden gesondert vor Vertragsschluss durch den Vermieter erfüllt. Die in diesem Inserat angegebene Nettokaltmiete wird demnach vorerst bzw. unter vorstehenden Maßgaben nicht durch den Vermieter gefordert oder entgegengenommen und soll bei einem Mietvertragsabschluss mit folgender Maßgabe vereinbart werden: Für den Fall, dass das Gesetz zur Neuregelung gesetzlicher Vorschriften zur Mietenbegrenzung im Land Berlin (Mieten WoG Bln) oder dessen Mietobergrenzen durch die zuständige Gerichtsbarkeit oder die gesetzgebende Gewalt oder sonst außer Kraft gesetzt werden, demnach nicht mehr als rechtverbindlich gelten (also bspw. aufgehoben, für unwirksam bzw. für nichtig erklärt wird, durch Zeitablauf unwirksam geworden) und die mit dem Gesetz zur Neuregelung gesetzlicher Vorschriften zur Mietenbegrenzung im Land Berlin (Mieten WoG Bln) geregelten Höchstmieten und damit auch die Rechtgrundlagen für die Mietobergrenzen des Mieten WoG für die Zukunft oder auch rückwirkend außer Kraft treten und die Parteien des zu schließenden Mietvertrags nicht mehr (auch rückwirkend) binden, so gilt die in diesem Inserat angegebene Nettokaltmiete als vereinbart.","Es handelt sich hierbei um eine ca. 62m² große Zweizimmerwohnung im Vorderhaus. Es ist Teil eines Wohnhauses und überzeugt mit einem komfortablen Schnitt. 

Bereits beim Betreten der Wohnung lässt sich feststellen, dass es sich hierbei um eine geräumige und lichtdurchflutete Wohnung handelt, die mit Ihrem Altbaucharmé besticht. Insgesamt ist die Wohnung in zwei Zimmer, ein Wannenbad und ein Küchenbereich. Es wird eine neue Einbauküche installiert.
Die Wohnung wurde saniert und steht ab sofort zum Bezug frei. 
Die komplette Wohnung ist in den Zimmern mit Dielenboden und im Badezimmer mit großformatigen modernen Fliesen ausgelegt.

Die Heizung und die Warmwasseraufbereitung erfolgt dezentral und fällt zusätzlich zur Warmmiete an.",0,52.45922721452939,13.580807598116301,n,self_contained_central_heating,,,682,"2.046,00",1,105.4,2,118038907,,12555,,Zweizimmerwohnung in grüner Lage !,https://api.mobile.immobilienscout24.de/expose/118038907?searchId=&nextgen=false,787.4
"Schöneberger Ufer 5a 10785 Kreuzberg, Berlin",126.06,01.04.2020,y,1,1,2020,,,5,"Zwischen Kreuzberg, Tiergarten und Schöneberg, nicht weit vom Potsdamer Platz, liegt der Park am Gleisdreieck. Früher ein Bahnknotenpunkt mit industriell geprägtem Umfeld, heute gewachsene Wildnis und gestalteter Freiraum, erholsamer Rückzugsort und große Freiflächen. Der rund 26 Hektar große Park am Gleisdreieck ist ein generationsübergreifender Lieblingsort der Berliner - mitten in der Stadt. Der moderne Volkspark bietet viel Platz für Sportler, Spaziergänger, Sonnenanbeter und Picknick-Fans. 
Gut erreichbar mit allen Verkehrsmitteln und zu Fuß. Viele kulturelle Höhepunkte Berlins liegen in der Nachbarschaft.
Ausgezeichnet mit dem Architekturpreis Berlin 2013, dem Sonderpreis Deutscher Städtebau 2014 und dem Deutschen Landschaftsarchitektur-Preis 2015.",,"Die Fotos zeigen Einrichtungsvorschläge, die Wohnung ist unmöbliert und farblich insgesamt in weiß gestaltet.","Das Objekt liegt im Gleispark, in Mitten von Kreuzberg, Schöneberg und Tiergarten. Hier sind Sie ganz nah dran, am Puls der Metropole und doch mitten im Grünen. Der Gleis Park schafft es beide Welten perfekt zu vereinen. 
Das Objekt wurde neu errichtet und das gesamte Ensemble wird fertig gestellt zu Beginn des Jahres 2020. 
Sie können sich also auf eine anspruchsvolle Architektur freuen.",0,52.50198453065087,13.373777787276804,n,central_heating,,,2899,8697,1,450,3,115473113,,10785,,Penthouse mit Dachterrasse und Balkon im Gleis Park,https://api.mobile.immobilienscout24.de/expose/115473113?searchId=&nextgen=false,3349
